Date,Time,Receipt Number,Transaction,Item,Payment Method
12-19-2122,15:23:11,1O5F6Y,7,susu vanilla,Cash
12-19-2122,14:58:57,1O5F6X,2,nagasari,Cash
12-19-2122,14:31:48,1O5F6W,6,usus crispy,Cash
12-19-2122,14:31:19,1O5F6V,9,nextar,Gopay
12-19-2122,14:14:35,1O5F6U,5,pembalut,Gopay
12-19-2122,13:51:15,1O5F6T,5,buku tulis,Gopay
12-19-2122,13:26:31,1O5F6S,4,bolpoin standart,Cash
12-19-2122,12:54:18,1O5F6R,1,buku gambar,Cash
12-19-2122,12:49:54,1O5F6Q,3,pensil,Gopay
12-19-2122,12:37:32,1O5F6P,1,penghapus,Cash
12-19-2122,12:17:18,1O5F6O,6,rautan pensil,BCA
12-19-2122,11:56:31,1O5F6N,10,sari roti,Cash
12-19-2122,11:51:53,1O5F6M,3,mie,Cash
12-19-2122,11:25:57,1O5F6L,3,kecap,Cash
12-19-2122,11:21:22,1O5F6K,8,saos,GrabFood
12-19-2122,11:49:31,1O5F6J,3,es cream,GoFood
12-19-2122,11:16:51,1O5F6I,3,pie susu,Gopay
12-19-2122,11:11:15,1O5F6H,2,risol,Cash
12-19-2122,11:11:54,1O5F6G,7,martabak,Cash
12-19-2122,9:57:52,1O5F6F,2,floridina,BCA
12-19-2122,9:48:15,1O5F6E,5,iso plus,Cash
12-19-2122,9:14:11,1O5F6D,2,golda,Cash
12-19-2122,9:16:16,1O5F6C,1,nutrisari,Cash
12-19-2122,8:38:41,1O5F6B,4,teh rio,Gopay
12-19-2122,8:35:46,1O5F6A,6,kopikap,Gopay
11-19-2122,23:41:11,1O5F69,10,roti aoka,Gopay
11-19-2122,23:32:12,1O5F68,8,sari gandum,GoFood
11-19-2122,23:17:38,1O5F67,5,taro,Cash
11-19-2122,23:11:15,1O5F66,6,qitela,Cash
11-19-2122,22:11:17,1O5F65,3,choki choki,Cash
11-19-2122,22:14:51,1O5F64,8,bengbeng,Cash
11-19-2122,21:47:23,1O5F63,2,nabati,Cash
11-19-2122,21:41:39,1O5F62,1,basreng,Cash
11-19-2122,21:19:46,1O5F61,3,mie lidi,Cash
11-19-2122,21:41:11,1O5F61,2,macroni pedas manis,Cash
11-19-2122,19:14:33,1O5F5Z,8,bon cabe(bubuk cabe),Cash
11-19-2122,18:43:37,1O5F5Y,1,pepsodent,Cash
11-19-2122,18:41:11,1O5F5X,8,head&shoulder,Gopay
11-19-2122,18:31:19,1O5F5W,5,lifebuoy(sabun mandi cair),GoFood
11-19-2122,18:24:36,1O5F5V,3,lifebuoy(shampoo),Gopay
11-19-2122,18:11:18,1O5F5U,9,shinzui(sabun mandi),Cash
11-19-2122,17:58:55,1O5F5T,0,biore(sabun muka),Cash
11-19-2122,17:52:14,1O5F5S,10,lifebuoy(sabun mandi batangan),Cash
11-19-2122,17:43:28,1O5F5R,7,sunlight,Cash
11-19-2122,17:41:48,1O5F5Q,2,lux(sabun mandi),Cash
11-19-2122,17:37:45,1O5F5P,6,sunsilk(shampoo),Gopay
11-19-2122,17:15:18,1O5F5O,2,pantene(shampoo),Cash
11-19-2122,16:39:33,1O5F5N,2,lux(sabun mandi),Cash
11-19-2122,16:29:58,1O5F5M,5,biore(sabun mandi),GrabFood
11-19-2122,15:54:11,1O5F5L,7,kacang sukro,Cash
11-19-2122,15:49:11,1O5F5K,1,kuaci,Cash
11-19-2122,15:31:38,1O5F5J,1,kacang kulit,Cash
11-19-2122,15:13:54,1O5F5I,4,lays,Gopay
11-19-2122,14:53:19,1O5F5H,4,chitato,Gopay
11-19-2122,14:49:36,1O5F5G,9,superstar,Cash
11-19-2122,14:46:41,1O5F5F,6,momogi,Cash
11-19-2122,14:11:12,1O5F5E,7,yupi,Cash
11-19-2122,13:55:17,1O5F5D,9,astor,Cash
11-19-2122,13:54:17,1O5F5C,6,siip,Cash
11-19-2122,13:46:41,1O5F5B,2,helo panda,Cash
11-19-2122,13:19:45,1O5F5A,6,poki poki,Cash
11-19-2122,13:11:17,1O5F59,3,top,Cash
11-19-2122,12:57:14,1O5F58,10,oreo,Cash
11-19-2122,12:48:37,1O5F57,6,selai olai,Gopay
11-19-2122,12:38:19,1O5F56,1,gery salut,Cash
11-19-2122,12:22:33,1O5F55,8,malkis roma,Cash
11-19-2122,12:17:59,1O5F54,4,tik tik,Gopay
11-19-2122,12:12:22,1O5F53,9,krisbee,Cash
11-19-2122,12:16:33,1O5F52,4,sponge,Other EDC
11-19-2122,11:19:19,1O5F51,1,chocopie,Cash
11-19-2122,11:53:23,1O5F51,0,jetz,Cash
11-19-2122,11:39:28,1O5F4Z,1,chiki ball,Gopay
11-19-2122,11:17:17,1O5F4Y,5,chitato lite,Cash
11-19-2122,8:43:58,1O5F4X,9,kusuka,Gopay
31-18-2122,23:38:14,1O5F4V,5,piattos,Cash
31-18-2122,23:36:46,1O5F4U,5,time break,Gopay
31-18-2122,23:27:45,1O5F4T,7,tango,GrabFood
31-18-2122,23:18:13,1O5F4S,3,fanta,Cash
31-18-2122,22:14:18,1O5F4R,8,sprite,Cash
31-18-2122,21:49:28,1O5F4Q,10,roma arden,Cash
31-18-2122,21:45:25,1O5F4P,10,kalpa,GrabFood
31-18-2122,21:26:11,1O5F4O,5,le minerale,Cash
31-18-2122,21:11:39,1O5F4N,9,mizone,Other EDC
31-18-2122,21:57:13,1O5F4M,4,pocari sweat,Gopay
31-18-2122,21:11:42,1O5F4L,8,tim tam,Cash
31-18-2122,19:22:14,1O5F4K,9,tisu,BCA
31-18-2122,19:18:29,1O5F4J,8,kapas,Cash
31-18-2122,19:12:26,1O5F4I,7,pembersih muka,Gopay
31-18-2122,19:16:11,1O5F4H,3,marina hand&body,GoFood
31-18-2122,18:59:58,1O5F4G,4,lovely hand&body,Cash
31-18-2122,18:53:21,1O5F4F,3,vaseline hand&body,Cash
31-18-2122,18:49:56,1O5F4E,3,citra hand&body,Gopay
31-18-2122,18:47:25,1O5F4D,9,nivea deodorant,Cash
31-18-2122,18:31:26,1O5F4C,8,nivea hand&body,Gopay
31-18-2122,18:19:21,1O5F4B,9,rexona,Cash
31-18-2122,18:18:23,1O5F4A,8,posh body spray,BNI
31-18-2122,17:48:17,1O5F49,1,clear shampoo,Cash
31-18-2122,17:19:11,1O5F48,2,posh deodorant,Cash
31-18-2122,17:18:27,1O5F47,9,bellagio parfume,Cash
31-18-2122,17:19:57,1O5F46,0,fres parfume,Cash
31-18-2122,16:49:12,1O5F45,1,vitalis parfume,Cash
31-18-2122,16:26:11,1O5F44,2,fresh tea,BCA
31-18-2122,16:15:52,1O5F43,3,cassablanca prafume,Gopay
31-18-2122,15:44:31,1O5F42,4,eskulin parfume,Cash
31-18-2122,15:27:25,1O5F41,8,evangeline parfume,Cash
31-18-2122,15:15:13,1O5F41,8,marina parfume,Cash
31-18-2122,15:11:31,1O5F3Z,7,izi parfume,Cash
31-18-2122,14:42:11,1O5F3Y,7,permen relaxa,Cash
31-18-2122,14:38:25,1O5F3X,5,permen kopiko,Cash
31-18-2122,14:12:34,1O5F3W,6,Permen blaster,Cash
31-18-2122,13:27:16,1O5F3V,8,Permen tamarin,Gopay
31-18-2122,13:16:11,1O5F3U,1,Permen kiss,Cash
31-18-2122,13:17:31,1O5F3T,3,Permen big babel,BCA
31-18-2122,12:48:37,1O5F3S,0,Permen hot hot,Cash
31-18-2122,12:28:15,1O5F3R,7,Permen milkita,Mandiri
31-18-2122,12:16:17,1O5F3Q,8,kue cucur,Gopay
31-18-2122,12:12:41,1O5F3P,0,kue lapis,BCA
31-18-2122,11:18:23,1O5F3O,7,kopi abc,BNI
31-18-2122,11:59:45,1O5F3N,7,kopi kapal api,Cash
31-18-2122,11:17:19,1O5F3M,0,"arem""",Cash
31-18-2122,9:55:15,1O5F3L,6,nasi ayam,Mandiri
31-18-2122,9:26:16,1O5F3K,6,chocolatos,Cash
31-18-2122,9:13:41,1O5F3J,7,kopi good day,Cash
31-18-2122,8:21:32,1O5F3I,5,teh pucuk,Cash
31-18-2122,22:11:39,1O5F3H,6,aqua 351ml,GoFood
31-18-2122,21:17:24,1O5F3G,8,good time,Gopay
31-18-2122,21:13:39,1O5F3F,2,sarden,Cash
31-18-2122,21:59:26,1O5F3E,10,telur,Cash
31-18-2122,21:19:58,1O5F3D,3,es teh,Cash
31-18-2122,21:12:59,1O5F3C,8,susu cokelat,BCA
31-18-2122,19:59:59,1O5F3B,8,susu vanilla,Gopay
31-18-2122,19:56:25,1O5F3A,2,nagasari,Cash
31-18-2122,19:36:24,1O5F39,6,usus crispy,BCA
31-18-2122,19:33:39,1O5F38,4,nextar,BCA
31-18-2122,19:31:36,1O5F37,0,pembalut,Gopay
31-18-2122,19:19:28,1O5F36,3,buku tulis,Cash
31-18-2122,19:16:15,1O5F35,5,bolpoin standart,GoFood
31-18-2122,18:46:51,1O5F34,4,buku gambar,BCA
31-18-2122,18:43:31,1O5F33,8,pensil,Cash
31-18-2122,18:29:44,1O5F32,1,penghapus,Cash
31-18-2122,18:26:15,1O5F31,8,rautan pensil,Mandiri
31-18-2122,18:17:12,1O5F31,1,sari roti,Cash
31-18-2122,18:11:13,1O5F2Z,1,mie,Cash
31-18-2122,17:57:37,1O5F2Y,10,kecap,Cash
31-18-2122,17:36:32,1O5F2X,7,saos,Gopay
31-18-2122,17:32:37,1O5F2W,2,es cream,Cash
31-18-2122,17:31:11,1O5F2V,5,pie susu,Cash
31-18-2122,17:19:42,1O5F2U,9,risol,Other EDC
31-18-2122,17:11:53,1O5F2T,4,martabak,Cash
31-18-2122,17:18:25,1O5F2S,9,floridina,BRI
31-18-2122,16:33:18,1O5F2R,4,iso plus,Other EDC
31-18-2122,16:17:27,1O5F2Q,5,golda,Gopay
31-18-2122,15:55:55,1O5F2P,4,nutrisari,Cash
31-18-2122,15:18:41,1O5F2O,5,teh rio,BRI
31-18-2122,15:11:32,1O5F2N,1,kopikap,Cash
31-18-2122,15:19:56,1O5F2M,4,roti aoka,BCA
31-18-2122,14:52:48,1O5F2L,3,sari gandum,Gopay
31-18-2122,14:48:39,1O5F2K,6,taro,Gopay
31-18-2122,14:41:47,1O5F2J,2,qitela,Gopay
31-18-2122,14:41:26,1O5F2I,6,choki choki,Cash
31-18-2122,14:14:51,1O5F2H,0,bengbeng,Gopay
31-18-2122,13:58:48,1O5F2G,2,nabati,Cash
31-18-2122,13:51:55,1O5F2F,8,basreng,Cash
31-18-2122,13:51:16,1O5F2E,5,mie lidi,Gopay
31-18-2122,13:42:14,1O5F2D,10,macroni pedas manis,Cash
31-18-2122,13:41:22,1O5F2C,3,bon cabe(bubuk cabe),Cash
31-18-2122,13:34:23,1O5F2B,5,pepsodent,Gopay
31-18-2122,13:15:44,1O5F2A,4,head&shoulder,CIMB NIAGA
31-18-2122,12:52:43,1O5F29,3,lifebuoy(sabun mandi cair),Gopay
31-18-2122,12:51:16,1O5F28,8,lifebuoy(shampoo),Cash
31-18-2122,12:49:18,1O5F27,0,shinzui(sabun mandi),BCA
31-18-2122,12:46:13,1O5F26,2,biore(sabun muka),Cash
31-18-2122,12:43:54,1O5F25,3,lifebuoy(sabun mandi batangan),Gopay
31-18-2122,12:41:11,1O5F24,4,sunlight,Gopay
31-18-2122,12:35:19,1O5F23,3,lux(sabun mandi),Cash
31-18-2122,12:31:22,1O5F22,4,sunsilk(shampoo),Cash
31-18-2122,12:13:25,1O5F21,3,pantene(shampoo),BCA
31-18-2122,11:59:21,1O5F21,4,lux(sabun mandi),Gopay
31-18-2122,11:45:47,1O5F1Z,10,biore(sabun mandi),Cash
31-18-2122,11:37:14,1O5F1Y,4,kacang sukro,Cash
31-18-2122,11:26:21,1O5F1X,10,kuaci,Gopay
31-18-2122,9:56:52,1O5F1W,0,kacang kulit,Cash
31-18-2122,9:45:51,1O5F1V,3,lays,Cash
31-18-2122,8:46:12,1O5F1U,9,chitato,BCA
31-18-2122,8:19:43,1O5F1T,7,superstar,Cash
29-18-2122,23:23:12,1O5F1S,5,momogi,Gopay
29-18-2122,22:51:27,1O5F1R,2,yupi,Cash
29-18-2122,22:48:11,1O5F1Q,2,astor,Mandiri
29-18-2122,22:39:35,1O5F1P,5,siip,Cash
29-18-2122,22:12:23,1O5F1O,7,helo panda,Cash
29-18-2122,22:16:54,1O5F1N,1,poki poki,BCA
29-18-2122,21:48:18,1O5F1M,4,top,Gopay
29-18-2122,21:46:55,1O5F1L,2,oreo,Cash
29-18-2122,21:23:11,1O5F1K,8,selai olai,Cash
29-18-2122,21:44:25,1O5F1J,0,gery salut,Cash
29-18-2122,21:41:15,1O5F1I,5,malkis roma,Mandiri
29-18-2122,21:29:16,1O5F1H,7,tik tik,Cash
29-18-2122,21:14:19,1O5F1G,8,krisbee,Gopay
29-18-2122,21:18:54,1O5F1F,2,sponge,Cash
29-18-2122,21:16:57,1O5F1E,1,chocopie,Cash
29-18-2122,19:37:51,1O5F1D,5,jetz,Cash
29-18-2122,19:36:16,1O5F1C,5,chiki ball,Cash
29-18-2122,19:33:44,1O5F1B,6,chitato lite,Cash
29-18-2122,19:31:32,1O5F1A,6,kusuka,Cash
29-18-2122,19:13:38,1O5F19,8,piattos,Cash
29-18-2122,19:12:28,1O5F18,5,time break,Cash
29-18-2122,18:59:34,1O5F17,10,tango,Cash
29-18-2122,18:43:14,1O5F16,2,fanta,Cash
29-18-2122,18:31:11,1O5F15,1,sprite,Cash
29-18-2122,18:31:11,1O5F14,7,roma arden,Cash
29-18-2122,17:56:39,1O5F13,2,kalpa,Gopay
29-18-2122,17:54:39,1O5F12,5,le minerale,BCA
29-18-2122,17:42:11,1O5F11,7,mizone,Cash
29-18-2122,17:38:42,1O5F11,4,pocari sweat,Cash
29-18-2122,17:21:26,1O5F1Z,3,tim tam,Cash
29-18-2122,17:15:47,1O5F1Y,10,tisu,Cash
29-18-2122,16:19:52,1O5F1X,9,kapas,BCA
29-18-2122,16:18:49,1O5F1W,0,pembersih muka,Cash
29-18-2122,15:23:19,1O5F1V,4,marina hand&body,Cash
29-18-2122,14:28:51,1O5F1U,4,lovely hand&body,Gopay
29-18-2122,14:17:54,1O5F1T,2,vaseline hand&body,Cash
29-18-2122,14:18:16,1O5F1S,3,citra hand&body,Cash
29-18-2122,13:52:58,1O5F1R,2,nivea deodorant,Cash
29-18-2122,13:42:43,1O5F1Q,9,nivea hand&body,Cash
29-18-2122,13:41:33,1O5F1P,2,rexona,BCA
29-18-2122,13:37:36,1O5F1O,5,posh body spray,Gopay
29-18-2122,13:11:19,1O5F1N,9,clear shampoo,Cash
29-18-2122,12:11:18,1O5F1M,8,posh deodorant,Other
29-18-2122,11:55:11,1O5F1L,1,bellagio parfume,Other EDC
29-18-2122,11:52:25,1O5F1K,6,fres parfume,Cash
29-18-2122,11:51:36,1O5F1J,7,vitalis parfume,Other EDC
29-18-2122,11:18:17,1O5F1I,2,fresh tea,Cash
29-18-2122,11:58:34,1O5F1H,9,cassablanca prafume,Ovo
29-18-2122,11:51:38,1O5F1G,8,eskulin parfume,Cash
29-18-2122,11:48:55,1O5F1F,2,evangeline parfume,BCA
29-18-2122,11:19:19,1O5F1E,2,marina parfume,Other
29-18-2122,9:17:18,1O5F1D,4,izi parfume,Cash
29-18-2122,8:22:54,1O5F1C,6,permen relaxa,Cash
29-18-2122,8:11:51,1O5F1B,10,permen kopiko,Cash
29-18-2122,7:58:24,1O5F1A,4,Permen blaster,Cash
28-18-2122,23:11:51,1O5F19,7,Permen tamarin,Cash
28-18-2122,22:29:17,1O5F18,10,Permen kiss,Cash
28-18-2122,22:26:49,1O5F17,10,Permen big babel,Gopay
28-18-2122,21:41:15,1O5F16,2,Permen hot hot,Cash
28-18-2122,21:37:18,1O5F15,8,Permen milkita,Cash
28-18-2122,21:36:28,1O5F14,8,kue cucur,Cash
28-18-2122,21:28:55,1O5F13,7,kue lapis,Gopay
28-18-2122,21:26:31,1O5F12,5,kopi abc,GrabFood
28-18-2122,21:25:19,1O5F11,4,"arem""",BNI
28-18-2122,21:16:18,1O5F11,7,nasi ayam,Gopay
28-18-2122,21:19:21,1O5EZZ,3,chocolatos,Mandiri
28-18-2122,21:33:11,1O5EZY,3,kopi good day,Cash
28-18-2122,21:23:15,1O5EZX,1,teh pucuk,Gopay
28-18-2122,19:54:49,1O5EZW,1,aqua 351ml,Cash
28-18-2122,19:41:18,1O5EZV,3,good time,Gopay
28-18-2122,18:29:27,1O5EZU,3,sarden,Cash
28-18-2122,18:21:31,1O5EZT,4,telur,BCA
28-18-2122,17:57:15,1O5EZS,5,es teh,Cash
28-18-2122,17:51:43,1O5EZR,9,susu cokelat,Gopay
28-18-2122,17:24:52,1O5EZQ,5,susu vanilla,Cash
28-18-2122,17:14:39,1O5EZP,8,nagasari,Cash
28-18-2122,17:11:24,1O5EZO,9,usus crispy,Gopay
28-18-2122,17:11:27,1O5EZN,9,nextar,Mandiri
28-18-2122,15:12:48,1O5EZM,7,pembalut,Cash
28-18-2122,14:56:43,1O5EZL,6,buku tulis,BCA
28-18-2122,14:41:48,1O5EZK,4,bolpoin standart,BCA
28-18-2122,14:24:24,1O5EZJ,6,buku gambar,BCA
28-18-2122,14:19:55,1O5EZI,4,pensil,Cash
28-18-2122,14:11:47,1O5EZH,10,penghapus,Gopay
28-18-2122,12:49:41,1O5EZG,10,rautan pensil,Cash
28-18-2122,12:46:46,1O5EZF,2,sari roti,BCA
28-18-2122,12:19:58,1O5EZE,6,mie,Gopay
28-18-2122,11:33:13,1O5EZD,8,kecap,Cash
28-18-2122,11:29:49,1O5EZC,7,saos,Mandiri
28-18-2122,11:24:16,1O5EZB,4,es cream,Cash
28-18-2122,11:23:39,1O5EZA,6,pie susu,Cash
28-18-2122,11:22:45,1O5EZ9,2,risol,Cash
28-18-2122,11:54:13,1O5EZ8,5,martabak,Gopay
28-18-2122,11:38:46,1O5EZ7,2,floridina,Cash
28-18-2122,11:31:46,1O5EZ6,6,iso plus,Cash
28-18-2122,9:23:41,1O5EZ5,2,golda,BNI
28-18-2122,8:28:58,1O5EZ4,1,nutrisari,Cash
27-18-2122,23:21:21,1O5EZ3,5,teh rio,Mandiri
27-18-2122,22:51:12,1O5EZ2,4,kopikap,Cash
27-18-2122,22:14:14,1O5EZ1,3,roti aoka,Cash
27-18-2122,21:36:34,1O5EZ1,3,sari gandum,Cash
27-18-2122,21:32:58,1O5EYZ,10,taro,Cash
27-18-2122,21:29:36,1O5EYY,8,qitela,Cash
27-18-2122,21:11:29,1O5EYX,9,choki choki,Cash
27-18-2122,21:41:36,1O5EYW,8,bengbeng,Gopay
27-18-2122,21:13:47,1O5EYV,5,nabati,Cash
27-18-2122,19:57:36,1O5EYU,6,basreng,Cash
27-18-2122,19:33:57,1O5EYT,2,mie lidi,Cash
27-18-2122,19:22:11,1O5EYS,1,macroni pedas manis,Cash
27-18-2122,19:13:38,1O5EYR,0,bon cabe(bubuk cabe),Gopay
27-18-2122,18:59:43,1O5EYQ,2,pepsodent,Gopay
27-18-2122,18:53:53,1O5EYP,6,head&shoulder,Cash
27-18-2122,18:52:51,1O5EYO,10,lifebuoy(sabun mandi cair),Cash
27-18-2122,18:46:47,1O5EYN,6,lifebuoy(shampoo),Gopay
27-18-2122,18:17:12,1O5EYM,2,shinzui(sabun mandi),Cash
27-18-2122,18:19:59,1O5EYL,9,biore(sabun muka),Gopay
27-18-2122,18:17:28,1O5EYK,6,lifebuoy(sabun mandi batangan),Cash
27-18-2122,17:32:13,1O5EYJ,6,sunlight,Cash
27-18-2122,17:14:15,1O5EYI,1,lux(sabun mandi),GrabFood
27-18-2122,16:59:14,1O5EYH,6,sunsilk(shampoo),Mandiri
27-18-2122,15:28:14,1O5EYG,8,pantene(shampoo),Cash
27-18-2122,15:21:27,1O5EYF,1,lux(sabun mandi),Cash
27-18-2122,15:11:11,1O5EYE,8,biore(sabun mandi),Cash
27-18-2122,14:53:52,1O5EYD,7,kacang sukro,Cash
27-18-2122,14:51:13,1O5EYC,1,kuaci,Cash
27-18-2122,14:31:33,1O5EYB,10,kacang kulit,Gopay
27-18-2122,14:13:31,1O5EYA,0,lays,Cash
27-18-2122,14:19:59,1O5EY9,4,chitato,Gopay
27-18-2122,13:54:13,1O5EY8,7,superstar,Cash
27-18-2122,13:42:33,1O5EY7,8,momogi,Gopay
27-18-2122,13:35:39,1O5EY6,10,yupi,GoFood
27-18-2122,13:16:22,1O5EY5,2,astor,Gopay
27-18-2122,12:45:34,1O5EY4,7,siip,GrabFood
27-18-2122,11:51:48,1O5EY3,0,helo panda,Cash
27-18-2122,11:15:15,1O5EY2,2,poki poki,Gopay
27-18-2122,11:11:31,1O5EY1,5,top,Other
27-18-2122,9:54:27,1O5EY1,8,oreo,Cash
27-18-2122,9:53:43,1O5EXZ,9,selai olai,Cash
27-18-2122,9:21:22,1O5EXY,10,gery salut,Other
27-18-2122,8:59:21,1O5EXX,2,malkis roma,Other
27-18-2122,8:35:34,1O5EXW,7,tik tik,Other Online Delivery
26-18-2122,23:38:31,1O5EXV,9,krisbee,Cash
26-18-2122,23:15:52,1O5EXU,8,sponge,Cash
26-18-2122,22:34:34,1O5EXT,6,chocopie,Cash
26-18-2122,22:14:42,1O5EXS,5,jetz,Gopay
26-18-2122,21:56:37,1O5EXR,2,chiki ball,Cash
26-18-2122,21:53:54,1O5EXQ,2,chitato lite,Cash
26-18-2122,21:47:13,1O5EXP,5,kusuka,Cash
26-18-2122,21:46:31,1O5EXO,0,piattos,Cash
26-18-2122,21:45:41,1O5EXO,3,time break,Cash
26-18-2122,21:15:11,1O5EXN,4,tango,Cash
26-18-2122,21:11:12,1O5EXM,5,fanta,Cash
26-18-2122,21:46:56,1O5EXL,8,sprite,BCA
26-18-2122,21:45:19,1O5EXK,3,roma arden,Cash
26-18-2122,21:27:48,1O5EXJ,7,kalpa,Other
26-18-2122,21:19:13,1O5EXI,0,le minerale,Other EDC
26-18-2122,19:37:13,1O5EXH,2,mizone,Other
26-18-2122,19:27:29,1O5EXG,8,pocari sweat,Gopay
26-18-2122,18:34:41,1O5EXF,8,tim tam,Cash
26-18-2122,18:33:51,1O5EXE,10,tisu,BCA
26-18-2122,17:41:19,1O5EXD,10,kapas,Cash
26-18-2122,17:28:16,1O5EXC,3,pembersih muka,BCA
26-18-2122,15:52:33,1O5EXB,9,marina hand&body,Ovo
26-18-2122,15:45:25,1O5EXA,10,lovely hand&body,Cash
26-18-2122,15:11:44,1O5EX9,3,vaseline hand&body,Cash
26-18-2122,14:46:22,1O5EX8,4,citra hand&body,Cash
26-18-2122,14:36:19,1O5EX7,3,nivea deodorant,Cash
26-18-2122,14:29:43,1O5EX6,9,nivea hand&body,Other
26-18-2122,14:21:31,1O5EX5,5,rexona,Gopay
26-18-2122,14:12:38,1O5EX4,9,posh body spray,Cash
26-18-2122,14:12:12,1O5EX3,3,clear shampoo,Cash
26-18-2122,14:11:15,1O5EX2,4,posh deodorant,Cash
26-18-2122,14:11:23,1O5EX1,5,bellagio parfume,Cash
26-18-2122,13:55:12,1O5EX1,2,fres parfume,Cash
26-18-2122,13:25:24,1O5EWZ,4,vitalis parfume,Gopay
26-18-2122,11:49:54,1O5EWY,0,fresh tea,BNI
26-18-2122,11:14:32,1O5EWX,5,cassablanca prafume,Gopay
26-18-2122,11:56:56,1O5EWW,9,eskulin parfume,Gopay
26-18-2122,9:16:12,1O5EWV,4,evangeline parfume,Gopay
25-18-2122,23:14:35,1O5EWU,7,marina parfume,Cash
25-18-2122,22:31:35,1O5EWT,7,izi parfume,Cash
25-18-2122,22:28:39,1O5EWS,0,permen relaxa,Cash
25-18-2122,21:52:16,1O5EWR,2,permen kopiko,Cash
25-18-2122,21:41:31,1O5EWQ,2,Permen blaster,Cash
25-18-2122,21:29:33,1O5EWP,1,Permen tamarin,BCA
25-18-2122,21:25:11,1O5EWO,3,Permen kiss,Cash
25-18-2122,21:21:45,1O5EWN,6,Permen big babel,Cash
25-18-2122,21:59:13,1O5EWM,9,"arem""",Cash
25-18-2122,21:47:21,1O5EWL,1,nasi ayam,Cash
25-18-2122,21:35:55,1O5EWK,5,chocolatos,Gopay
25-18-2122,21:32:39,1O5EWJ,4,kopi good day,Cash
25-18-2122,21:26:14,1O5EWI,8,teh pucuk,Cash
25-18-2122,21:16:38,1O5EWH,0,aqua 351ml,Cash
25-18-2122,21:11:43,1O5EWG,9,good time,Mandiri
25-18-2122,19:53:15,1O5EWF,6,sarden,Cash
25-18-2122,19:11:38,1O5EWE,5,telur,Cash
25-18-2122,18:48:16,1O5EWD,8,es teh,Cash
25-18-2122,18:32:11,1O5EWC,4,susu cokelat,BCA
25-18-2122,17:45:23,1O5EWB,6,susu vanilla,Gopay
25-18-2122,17:42:57,1O5EWA,2,nagasari,Cash
25-18-2122,17:33:55,1O5EW9,3,usus crispy,Cash
25-18-2122,17:27:27,1O5EW8,2,nextar,Cash
25-18-2122,15:56:13,1O5EW7,1,pembalut,Cash
25-18-2122,15:44:14,1O5EW6,5,buku tulis,Cash
25-18-2122,15:42:31,1O5EW5,9,bolpoin standart,BNI
25-18-2122,15:41:14,1O5EW4,1,buku gambar,Cash
25-18-2122,15:21:17,1O5EW3,10,pensil,Cash
25-18-2122,15:11:33,1O5EW2,7,penghapus,Cash
25-18-2122,14:54:49,1O5EW1,5,rautan pensil,Cash
25-18-2122,14:54:27,1O5EW1,7,sari roti,Cash
25-18-2122,14:52:42,1O5EVZ,10,mie,Cash
25-18-2122,14:46:13,1O5EVY,4,kecap,Cash
25-18-2122,13:47:15,1O5EVX,10,saos,Cash
25-18-2122,13:36:41,1O5EVW,9,es cream,Gopay
25-18-2122,13:21:53,1O5EVV,6,pie susu,Cash
25-18-2122,13:11:49,1O5EVU,0,risol,Cash
25-18-2122,13:11:21,1O5EVT,8,martabak,Cash
25-18-2122,11:29:31,1O5EVS,4,floridina,Cash
25-18-2122,11:27:15,1O5EVR,7,iso plus,BCA
25-18-2122,11:14:31,1O5EVQ,1,golda,Cash
25-18-2122,11:11:15,1O5EVP,4,nutrisari,Cash
25-18-2122,11:53:57,1O5EVO,1,teh rio,Cash
25-18-2122,11:35:45,1O5EVN,5,kopikap,Gopay
25-18-2122,11:33:33,1O5EVM,2,roti aoka,Cash
25-18-2122,11:31:46,1O5EVL,1,sari gandum,Cash
25-18-2122,11:23:17,1O5EVK,3,taro,Gopay
25-18-2122,9:58:47,1O5EVJ,2,qitela,Gopay
25-18-2122,9:49:41,1O5EVI,6,choki choki,Gopay
25-18-2122,9:34:13,1O5EVH,1,bengbeng,Cash
25-18-2122,9:32:21,1O5EVG,7,nabati,Cash
25-18-2122,9:25:55,1O5EVF,6,basreng,Cash
25-18-2122,9:14:41,1O5EVE,4,mie lidi,Cash
25-18-2122,8:37:18,1O5EVD,6,macroni pedas manis,Cash
24-18-2122,23:48:31,1O5EVB,2,bon cabe(bubuk cabe),Other EDC
24-18-2122,22:51:28,1O5EVA,5,pepsodent,Cash
24-18-2122,22:36:31,1O5EV9,7,head&shoulder,Cash
24-18-2122,22:31:41,1O5EV8,3,lifebuoy(sabun mandi cair),BCA
24-18-2122,22:11:18,1O5EV7,1,lifebuoy(shampoo),Cash
24-18-2122,21:33:36,1O5EV6,0,shinzui(sabun mandi),Cash
24-18-2122,21:26:31,1O5EV5,0,biore(sabun muka),Cash
24-18-2122,21:23:19,1O5EV4,10,lifebuoy(sabun mandi batangan),Cash
24-18-2122,21:12:26,1O5EV3,4,sunlight,Gopay
24-18-2122,21:53:48,1O5EV2,6,lux(sabun mandi),Cash
24-18-2122,21:41:59,1O5EV1,4,sunsilk(shampoo),Gopay
24-18-2122,21:34:16,1O5EV1,9,pantene(shampoo),Other EDC
24-18-2122,21:31:55,1O5EUZ,2,lux(sabun mandi),Cash
